TNFAIP6
DENND4A
CREBRF
RASGRP2
None
AMPD3
NCR3LG1
ADAM17
SNAPC1
ZNF260
MCL1
None
TNIP1
MXD1
TICAM1
SIK3
SNX11
NR4A2
BTG2
PTGS2
CD80
C21orf58
ZSWIM6
HIF1A
SERPINE2
BHLHE40
PPM1K
KBTBD11
IL15RA
EFNA1
RASGRP1
SAPCD2
AGO3
ZFAND3
PARM1
UBE2E2
GFI1
TET2
CSRNP1
ZMIZ2
MPST
IDH1
KRTAP5-AS1
RRAD
KCNH8
MAP1LC3B
ABL2
SLC11A2
EHD1
LRP12
HRH1
RFFL
None
PIM2
ZBTB21
TANK
PNPLA8
None
UBE2H
CLUHP3
TNFSF9
APEX1
TRAF6
NPHS1
MLLT11
BCL2L1
IL18RAP
NBN
CCR7
DOT1L
CX3CR1
TMEM217
PSEN1
CHST12
DHRS9
CSF3
KLF6
IFIH1
FES
MAP2K3
RIMBP3
ZP3
SMAD7
SELPLG
CDCA7
ATAD2B
None
RAP1B
CARHSP1
LYL1
TMOD2
SQSTM1
PRPF39
B4GALT1
TSC22D2
WNT7B
RNF19B
GPR132
DAAM1
EPC1
None
ZFP69
CCNL1
LITAF
PDE4DIP
GPR137B
XAGE1B
RAB3IP
None
IRF4
TIAM2
CD70
BACH1
None
SLC39A8
IL4R
NIBAN1
None
GCNT4
PTX3
ETV3
RCN1
CHMP4B
LINC02908
NR3C1
TFAP4
HIVEP3
LACTB
HUWE1
AFF4
PTGER2
DUSP7
PTPN18
NBPF14
PHLDA1
PYGL
DUSP10
NFKBIE
P2RX4
ARID5A
ATP2A3
RLF
CLK1
None
None
C11orf96
BRPF3
ZNF140
P2RY2
FZD7
GADD45A
HDHD5
TBC1D9
TFAP2A
ALDH3B1
UBE2E1
FNDC3B
CORO1A
POU2F2
DCUN1D3
BHLHE41
FRMD7
FTH1
SNN
PGM2L1
SPAG9
None
TUT7
UBL4A
BTN2A1
GTPBP1
ICOSLG
SINHCAF
IL18R1
TTC7A
OTULINL
TTC39A
PDLIM5
CEBPA
FAM53C
ELL2
PPP3CC
FAM83G
PRIM1
PLPP3
OPTN
RSRC2
EP300
POGLUT1
PIK3R5
TPRA1
CD44
PLA2G4C
HIVEP1
CXCL11
None
NXF1
TP53INP2
CDKN2AIP
TNFRSF18
KMO
RGPD2
TNFRSF4
B4GALT5
DLX1
FBXO42
MET
IMPDH2
BLM
IL6ST
STK38L
YRDC
None
RGPD1
HTR7
ZNF800
TYW5
AFG2B
MMP19
MYO10
ERLIN1
SRC
SUSD3
OSBPL5
CGN
ARL8B
ATF3
None
ZNF341-AS1
NTHL1
CEP85L
TERT
CDK17
KIAA0930
FOSB
EAF1
MB21D2
GNB5
TPCN1
UTY
ASAP1
CEP120
ONECUT2
FGF2
SESTD1
ENPP4
LYN
RAB5A
SAC3D1
SLC9A8
USP15
CFAP46
MAML2
MIR155HG
ELOVL5
ACE
KMT2E
MAP3K6
PSD3
SEC24A
ANO5
None
GRINA
ADAMDEC1
KLF10
IFNGR2
FUT7
ANKRD12
NCOA2
STK26
ARIH1
STING1
ARHGEF39
UBE2Z
ABCA7
POLD1
HSPA6
HIVEP2
GPD2
DNAJB4
OTUD1
HINT3
SEMA6D
EPRS1
CDCA7L
PGP
LINC03025
ERO1B
UBTF
SIRT1
POC1A
None
FNIP2
SCAF8
PELI1
IMPA2
P4HA2
TIPARP
MXD3
MYSM1
RPS6KA3
ZSWIM4
RCAN1
PER1
HS3ST3A1
IL12RB2
ITGAV
RNF145
MAN1A1
AHR
LINC02541
ZNF326
HAUS4
LTA4H
EMSY
PI4K2B
KDM5A
TRIB1
RAPGEF1
MORC3
PIK3AP1
None
CDC42SE1
PRDM1
CAD
ECE1
MSC-AS1
TNFAIP8
PCGF5
PLAU
DUSP2
RNPEPL1
SLC30A7
PEAK1
None
CCDC50
NACC2
NAMPT
RB1CC1
TMEM167B
TMEM63B
UBAP1
TMEM88
ROBO1
YIPF1
ADAR
FBRS
DDX3Y
NECAP2
UNG
GTF2B
PATL1
AGPAT4
SNAI1
NIPA1
IL12B
RPP25
QKI
DIAPH2
AZIN1
MFSD3
ZHX2
None
PNRC2
SETD5
NUMB
FAM78A
IFRD1
RAB3D
ANKS6
CDC14A
MCM6
C21orf91
CIC
CREBBP
EIF4EBP1
LATS1
LINC00622
SLC19A1
SAMD14
CYB561
CCR2
KLF5
MAFF
LIMS2
CCN2
PPIL4
ABCB1
CPT1A
RAB44
GRK2
COL9A3
SLC35G1
None
PLAGL1
RIOK3
EGR2
ARHGEF6
TMPO-AS1
OBSL1
DEF6
AKIRIN1
PCYOX1L
TEDC2
PTPRJ
LDHD
ATP2B4
TFPI2
ELOA
AK4
SECISBP2L
MYBPH
ANO9
PANX1
TEAD1
H4C14
EGFR
None
SERINC1
WHAMM
RNF11
EME1
EPC2
MEIOB
KLF16
LMO2
P4HA1
ARHGAP45
ITPKB
ABCA6
ST14
DYNC2I2
FSCN1
COLGALT1
BACH2
THEM6
MGLL
B3GNT5
FAM110B
IFFO1
EXT1
None
NECAP1
CAT
RND1
None
ABHD15
INTS6L
PDGFA
KDM2A
FILIP1L
KPNA4
GBP2
RBM17
GUCY1B1
PRDM2
WDR48
DTNA
TYW1B
ATF6
NAF1
RNF223
ZFP36
CAND2
UBC
SLC8B1
GLRX
None
MAP1LC3A
YTHDC1
CYTH1
PLAGL2
EVI2B
CHD6
PPP2CB
TLK2
NAMPTP1
LAIR1
TST
RGS14
NEIL3
ING3
TMT1B
ITCH
OGFRL1
KPNA1
AKAP1
NUDT16
SEPTIN11
LZTS2
LINC01539
LAMP3
AFTPH
RHOBTB2
BRD2
MTMR14
NPAS2
None
PAQR4
RNASEH2A
SYK
SPN
SNAP23
CDC20
ITGA4
RBMXL1
IKZF1
TAF9
RASSF5
TUBB2A
PLK1
COQ8A
GOSR1
PTPN1
SNX9
MAP4K4
MPG
NFE2
SCYL2
C3
ATP9A
GRAMD4
PLCG1
CSF1
None
MRPS34
CEP350
POMZP3
TTLL1
None
PDGFB
CHD1
ZBTB5
SH2B3
PLSCR1
TASL
SPATA2
AEBP2
NREP
SLC2A4RG
ARHGAP31
CA13
MIIP
HENMT1
TGFBR2
VLDLR
SLC25A10
TBC1D23
JAK1
APOBEC3C
ATP2B1-AS1
VOPP1
IRF7
TCF7L2
TMEM184C
KIF1B
RFC4
FLVCR2
OLFM2
HBP1
EGR1
WDR11
CSNK1A1
MOB3C
ASB13
LRRC32
SMG1P5
TBX3
AGFG1
PSTPIP1
PDXP
WDR26
PGPEP1
SLC1A2
None
PACS2
SLC15A2
NECAB1
SERTAD2
LRP3
NAT8L
YTHDF3
IL23A
MOXD1
PRNP
GYG2
ACBD3
PUM1
LDHB
MIF4GD
NOC3L
RBFA
MED13
FDCSP
SMIM3
TMEM106A
SLC39A3
CSPG4
HOMER3
ABCA5
ACCS
RC3H2
BRWD3
ACTN1
NBPF12
PCDH17
UBAC1
MRAS
WWC2
TRIM25
MAZ
STK17B
DNAJB1
FBXO28
GJA3
CLK4
LATS2
CD69
ATP11C
NAA40
SKP2
GIPC3
GPBP1
NRP2
LPCAT4
PLEKHM2
TNIP3
STYXL2
PGF
SIGMAR1
TET3
None
RFLNB
FANCF
SKA3
MCM2
SLC25A1
ANXA1
ZMYM3
CHST2
HELZ
RCCD1
GABPB1
ANKRD42
DDX60L
CEMIP2
SNHG15
TYSND1
TNIP2
KIF22
GFPT2
TRABD
MYO18A
SMG9
SPAG1
ZBED6
CCDC88A
CCNT2
HCAR2
RAB11FIP5
SMG1P3
ZNF362
MAPKAPK3
YY1AP1
SGK1
CBX8
SHMT1
ARRDC1
None
ZBTB47
ZNF589
NAB1
KMT5B
HELZ2
TTN-AS1
MSRB1
CERK
CHIC2
GEM
PITPNB
RPUSD3
GRHPR
ZNF622
KANK2
USP9X
ZNF462
KLHL5
ADH5
PIGV
NELFB
XRN1
None
ZNF24
HRH2
SERPINB9
RGPD6
MBOAT7
BCL3
CLIC4
SIPA1
SLC22A16
PXMP4
SLC12A7
LCOR
VCAM1
TONSL
APLF
MEP1A
PARP1
PEX6
NFE2L3
PYCARD
GIMAP5
APPBP2
RIMBP3C
CNN2
THAP11
MEF2A
ICAM5
MND1
CBFA2T3
None
ANKRD13D
RAB9A
R3HCC1L
SPATA31F3
LMNB1
MTMR10
VPS26B
KMT2C
FOXM1
DDX11
RECQL4
ALAD
MYBL2
UBXN7
PGM1
LUZP1
PTBP2
MARCKSL1
PDE9A
ZNF692
SLU7
GPR18
ANXA11
ARMCX3
TAOK3
VAT1L
PHACTR2
CNTNAP3C
MTHFD1
INHBA
HEATR3
TFE3
NAV3
TWF2
DNAJC3
FNIP1
AGO2
MPI
C7orf50
PXK
ZNF706
SLC29A1
SAP30BP
SLC25A23
TRPS1
RTL8B
MCM5
PYGO2
VILL
PARP14
None
ATG16L2
ATF7IP
MAP3K14
CCNA2
COMMD4
ZNF597
BARX1-DT
MAD2L1
GMPR2
IFNAR2
MIR1915HG
PDCD2
SSH3
MED14
CYBC1
CEP55
BRD4
CHTF18
ULBP2
N4BP1
JMJD6
TGM5
SH3GLB2
RASSF8
RO60
TAB1
DLL4
USP54
CHKA
TBC1D10A
CEBPA-DT
FLNB
RANBP10
PEX13
CYB5RL
None
MCOLN3
ODR4
TIFA
DDX5
VEGFC
UGCG
TUBG1
AP3S2
FAM151B
CENPF
LARP1B
None
None
STX5
EML4
EIF1B
BDH1
MIER3
None
None
NCKIPSD
B4GALT4
GPATCH2L
IST1
PRMT7
APBB1IP
OASL
SEPTIN5
None
NEMP1
None
ANXA7
ASIC1
MIR17HG
TACC3
RN7SL124P
POFUT2
None
TNFRSF10B
ZKSCAN1
EXOSC5
MED13L
ANOS1
None
MYC
CCDC51
IRGQ
MRPL12
MTRF1L
C11orf86
ARHGAP26
HPDL
TICRR
SSBP4
EYA3
SULT1A1
RETREG2
PAPLN
KLLN
SMARCD2
ASPM
HSPH1
LINC00158
KHNYN
SLC37A4
NAA80
PRRC2C
GOLGB1
SUPT6H
SPC24
RBM23
NBPF26
HERC2P2
FRS2
KLHL28
STAT1
THOC3
DGKZ
CWC25
FBXO38
JAM2
CGAS
CELF1
CSRP2
HOXA13
POLR3H
TMEM109
UPP1
CDK12
GABARAPL1
PDZD7
CYFIP1
GPR108
SLC25A22
MROCKI
TLR2
None
PNKD
GPSM2
PRPF3
IKBKE
SLC12A9
ZKSCAN8
OAZ2
DLGAP4
TADA3
CELF2
NAIP
GMCL1
FAM216A
CPNE8
TAPBP
None
ANKRD13B
HDAC9
SERTAD1
ATG7
ERBIN
RFXAP
GPR160
ECI1
PRR12
ZNF212
ZNF281
IL10RA
MVB12B
BTBD8
LAMP5
CDCA3
MEOX2
FJX1
HNRNPC
COG3
None
AKR7A2
ENTREP3
TGIF2
RUSC1
GPC4
MED1
USP49
TIMELESS
CENPB
HMGXB4
THOP1
CCDC117
MARCHF5
BCL2L11
NDUFB10
GRAMD1B
AMBRA1
ACAA2
ERCC6L
B3GNT8
None
S100A10
CBX6
AARS1
SCCPDH
RIF1
FEN1
ZFYVE16
RCSD1
PYCR1
NLRX1
DENND2D
TLR7
ATIC
GPR89B
TAF1D
CBX7
GLS
STX4
IMPDH1
DNAJA1
RELA
PRR16
None
MKLN1
HOOK3
ABCA1
NSUN5P1
THAP2
MAMLD1
PAFAH1B1
PPP1R3G
FDXR
ARRDC3
ATL3
None
RXRA
VSIR
DZIP1L
NR1H3
GINM1
HDAC10
MCM3
PYCR2
ARHGEF16
SDE2
EEF1G
CKAP2
HEYL
SIPA1L1
TBC1D22B
ARID4A
KAT6A
SCAF4
ARAP2
MLX
ADAM15
TUFT1
NCAPD2
RABGGTB
ALDH1A1
SVIL
SIGIRR
MRPL34
HADH
BMP8B
SMPD4BP
PTGER4
NMRAL1
STK17A
RUBCNL
RELL2
RSC1A1
CAMK2G
RICTOR
HGH1
ITPR2
None
DUT
ATP8B3
DMXL1
DCK
LINC01775
MRPL17
FANCG
DSC3
LZTS3
TAF4B
CCDC106
PICALM
STRN3
ADCY7
IGIP
TIMM23B
RNF185
ADGRA2
SLCO3A1
GORAB
C1orf52
HSPA4
BAZ1A
SPHK1
NSUN5P2
MAP3K2
OTULIN
EIF5
RHOB
GBP4
FLRT1
PLIN2
OLR1
RAC2
NFATC1
HOMER1
SLC46A3
BLTP2
OPRL1
VEZF1
ACOT4
ICMT
IRF9
HJURP
DNAJB14
SPIN4
TUBB2B
MTMR3
SMNDC1
PRKDC
CDK4
ZNF430
MID1IP1
GOLGA4
KBTBD7
FNDC10
COL5A2
FAM163A
NSUN4
CPEB3
LAMA2
CIDECP1
HDGFL2
NT5DC3
RALGAPA1
TYMS
DROSHA
MAN1B1
MAPK1IP1L
WDR5
FOXRED2
TCFL5
TRIM65
RAPGEF6
RGS19
UBE2W
None
CPNE2
ZNF768
RHOH
TWSG1
SNRPA
PIGA
PDRG1
FAM111A
THBS1
UCK2
ZNF609
CCM2L
RIMKLA
MMACHC
CBLB
DCPS
SAMD8
RAB2B
IL3RA
FBXL3
PBK
SAMM50
NRIP3
EOMES
TEX14
NUP210
ROGDI
METTL17
ATM
SEPTIN3
CDCA5
SENP1
RIGI
ATP11B
NEFH
SOCS4
ZNF644
SIRPA
COQ10B
RAET1K
FOXD2-AS1
ZMYND19
ITPR3
XRCC3
PKN1
MRI1
BCL10
DNPH1
GPS1
None
RET
KHDC1
PNPLA1
SCRN2
ADO
ST3GAL6
MAP3K7
SAV1
MX2
TJP2
PIK3C3
RPS3
PPP1R12A
None
DCAF8-DT
LRFN4
RMI2
BCLAF1
TRHDE
IL10
NPEPL1
TFEB
TRMT2A
GATD1
UBR2
PPFIA2
NAB2
BTN2A2
URI1
B3GNT7
SMURF1
NEURL1B
THYN1
NGF
HAUS5
CCDC73
YME1L1
PML
CACHD1
SPPL2A
TMEM250
RCC1
PTPRC
TYK2
HAGHL
ANKRD55
ACSL5
WDR76
BACE1
NUP98
ZNF222
PVR
None
INCENP
None
PRPF19
TMEM223
NBPF10
DDX47
BTBD19
SLAMF1
KIAA1549
DNASE1
IRS2
HPS4
PTPRF
DCAF8
DYNLT3
OXSR1
TUBA4A
ACTRT3
HIRIP3
SLC2A9
ANKLE1
CDT1
TCOF1
TBC1D14
TCF23
MAPRE3
NLGN4Y
PRSS36
LAD1
H1-2
CHD2
PGLS
None
CAB39
TBC1D12
KLHL17
POLRMT
MRPL16
FOXC1
PDLIM2
SFPQ
WIPF1
NUDT16L2P
B4GAT1
CCDC14
ADSL
GALK1
NAT1
LRRC20
TMEM104
ANKRD28
SLC5A3
ARHGAP33
ARHGAP9
VSIG10
RAB1A
MICAL1
IDO2
MECP2
DCUN1D1
BIRC2
NUB1
WNT6
CPPED1
MCM4
LINC00926
ITSN2
PNMA6A
ANP32B
RUFY1
GADD45G
CBS
BTG2-DT
SYT16
EIF1
RNPEP
RGS18
FAM210B
GPATCH8
IGFBP4
ADGRE2
TOX4
TANC1
FANCE
PIF1
MMP15
RRN3P2
ZUP1
CBLL1
PLAT
RHOG
MAPK12
SFXN4
None
ACOD1
ATP1B1
ABHD8
CCDC144BP
None
PAGR1
NYNRIN
DTX2
MUS81
AKAP8L
RSAD1
CLPP
AREG
GTPBP3
XYLT2
SEL1L3
GBP1P1
CDH7
THAP7
OTUD5
CACNA2D3
KLF7
INO80
None
IFIT2
TRIM24
KCNN1
MS4A6A
CD302
EGR4
AIP
SPTY2D1
PSRC1
UBE2D3
IER2
MSX1
WDR12
LDLRAP1
ARHGEF2
ULK2
CDYL
PTTG1IP
ZFP90
BOLA1
HLTF
SPRY1
NPDC1
OIP5
RAB27B
BTK
BAIAP2-DT
HDDC3
MICALL1
CLINT1
CEP131
CBR1
ALCAM
SLK
None
None
SH3BP5L
ITGA7
ZFX
PASK
TRERF1
GRK6
TEX264
H3-3B
IL7R
MPHOSPH9
GRHL1
CNTLN
CHORDC1
TDRKH
None
ZFAND2A
MAFB
PCLAF
TRIM45
CHST10
IKZF5
BID
DNAJB2
None
OAS2
CYRIA
HPF1
EPOR
NDUFAF6
None
SLC43A2
HDHD3
CBLN3
None
GBP3
AP1M1
ORAI1
SVIL-AS1
MEFV
CSNK1D
EBP
CD84
NCOA4
PXDC1
CNOT4
None
ING1
CIT
ATP5F1D
LRFN5
BRD3OS
CAPN1
HEY1
USP24
MSTO1
TMEM39A
RAB12
CTNND1
MTMR11
NHLRC3
STK40
UBE2B
OGG1
TLN2
TFG
THSD7A
ARHGAP1
LBH
SS18
PPM1D
TMEM229B
CD59
NBEAL2
DMRT2
NRIP1
MSH2
BLTP3B
OTUD4
CITED2
MAS1
NT5DC2
NR2F6
STX12
RPL10
SLC39A10
RBM22
UBL3
YAF2
CCNK
CRAMP1
LMO4
TTC23
CCNF
PPP6R3
RGL1
SLC25A6
ZCCHC2
ZFP64
MACC1
NSRP1
FNBP4
RNF103
PAFAH1B3
ENTPD4
ZMYM5
DBN1
PIGM
CDKN1A
C1orf122
MARK3
MEF2D
PITPNA
PDE7B
PPP4R2
VKORC1
SOCS3-DT
TAF6
GINS2
SFXN2
IGFBP3
YPEL5
SLC8A3
TK1
CCRL2
ADA
MDM2
ZFP36L2
RRS1
KIF18B
GPR183
RBM4
None
RHBDF1
TMEM165
ARK2N
PSPC1
LBR
KNTC1
CCDC85B
GPD1L
SNRNP25
CIDEB
WAC
MTCH1
POLD2
USP42
CC2D1A
EMP3
SLC66A2
EPSTI1
FAM219B
CEP85
MRPS26
TP53I13
GIMAP6
IRS1
PLA2G15
SMCO4
AURKB
KIF20A
DIPK1B
TTLL12
RPA4
QARS1
DDX52
ZFAND5
ZNF134
TAF13
PWWP2A
MAST3
EFHD2
ACSS1
DOCK2
CISH
CDC20P1
None
UBE2D1
NSDHL
PGLYRP2
PODXL2
ST6GALNAC4
ARHGAP4
DIRAS1
DDR2
AKIRIN2
CES3
RPL7P50
TMEM201
ACOX1
GMPS
DUSP5
IRAK3
ZNF33A
PAICS
MAGT1
SRSF11
FAM193A
TTF2
SERPINB7
GNAI2
LINC02202
INKA1
ATP13A2
IFIT5
HELB
CENPM
DDX6
RILPL2
ZNF514
FAM133B
LCP1
KCNE3
CCL2
IL13RA1
C6orf62
SH3YL1
NUF2
PHLDB1
IL4I1
MIER1
RACK1
REV3L
AKIP1
PPP2CA
GOLGA8N
APOBEC3B
PPFIA4
DIABLO
None
CNOT6L
IRX3
REEP4
ERN1
ZNF638
ZC3H7A
GTF3C5
SUV39H1
HLA-B
IDO1
FOXO3
RNF2
LPAR5
GPR176
EZH2
NF1
TMEM64
PHF24
NEMF
CLCN7
PMAIP1
SNIP1
IKBIP
EPN1
XPOT
AKAP10
TTC3
DIXDC1
RUNX1T1
S1PR5
S100A3
RCOR1
RABGEF1
PGAP2
PSMB10
HUS1
TRA2A
RBM48
TCIRG1
NOD1
HAL
TCAF1
ADPRH
GPR89A
PHF8
DPH5
CD82
NUDT6
CHST14
LCP2
ZFHX2
CNST
FBLN5
ZNF395
DNAJB5
ZNF410
FYB1
CEBPE
POLG2
PBDC1
TMEM170B
DGKG
SLC36A4
NEPRO-AS1
GRPEL2
OXTR
TMEM87A
CSF2RB
CNTNAP3
RBM5
INTS10
LINC00641
RNF144A
SLC43A3
RNF187
NRBF2
ABHD10
XAGE1A
GSN
LRIF1
NCOA3
SLC23A2
MED15
AP3M2
MAML1
ZRANB1
NAE1
TBK1
EPG5
TAF2
ITPR1
EEA1
TMEM101
CCDC82
MTARC1
ZYG11B
COL8A2
None
BMF
PSPH
MSMO1
SLC48A1
SLC66A1
CENPA
DSN1
ATXN1L
LINC02724
PLB1
TROAP
DSCC1
H2AC6
TM9SF4
ZNF335
NUDT22
MGMT
EBF1
STAG2
ASPH
ARHGAP19
DEPTOR
SKA1
LINC01093
CENPJ
KDM5C
KLF4
TAOK1
CBX2
RARG
NXPE3
ETNK1
CDC42
SLC1A7
MCEMP1
PLCB2
MSANTD3
DPP8
ADCK2
HSPA4L
IMP3
POGZ
RSF1
TXNL4B
PWWP2B
STAT6
PRPSAP1
CEP135
None
None
SEPHS1
CFAP69
CCSER2
SEC22B
SRSF3
KCND1
S1PR2
LRP5
RPS2P36
NCALD
AP1S1
BIN2
HSPA2
CDK6
CELSR2
TMEM47
ABHD14B
CNPPD1
RCAN2
KCTD15
TP53I11
SFXN3
SMG7
RASL10A
STAT3
DGLUCY
STXBP5
ZBTB17
ZDHHC17
DOP1A
LINS1
ARHGAP30
SPINDOC
POLR3C
ABHD17A
SAMD4B
ZNF317
MAGI3
CPSF1
DHCR24
KBTBD2
ZNF556
MRPS27
GDAP1
None
CRCP
ZDHHC12
ZNF367
SOS1
FAM168A
C11orf21
PI4KB
AMMECR1L
DYRK1A
NME4
YIPF4
DCAF12L1
GTPBP4
KLHL24
TMEM200B
GOLGA8T
PPP1CB
None
MAST4
RALGAPB
CRAT
SRFBP1
ABCA2
TAF7
ADORA2A-AS1
ABCA3
ALKBH1
TESMIN
B2M
SP2
YIPF6
CDC37
RNF126
MARVELD1
UPF3B
ZNF654
MKI67
RNF115
ANKRD35
ARPIN
ST3GAL3
MEN1
GAB2
OAS3
CHMP5
RIOX2
FEM1C
SKIDA1
TMCC1-DT
CLASP1
SRSF12
POP5
H3C15
STAG3L3
GGA2
BTBD1
CASP7
PKIB
EXOSC2
ADAM9
F3
PPM1A
H2BC4
NDRG3
AVL9
NAIF1
CRYBG1
FAM117B
SPTBN1
DNAJC9
ARIH2
HOXC10
TAFAZZIN
PSMB5
None
SNAPC4
PHC3
LINC02073
SPTLC2
ARVCF
PRR11
RN7SL751P
ZNF524
ABHD11
ZNF438
HAUS1
AMOTL1
AKT1S1
ACER3
DOK3
LASP1
ZNF383
RBL2
CCND3
MRRF
LNX1
SAMD4A
GTF3A
DUSP9
JAK2
RUVBL1
None
None
PHF20L1
PKMYT1
PLPPR3
RNF6
None
GLT8D1
CCDC59
KEAP1
MMP10
KATNB1
RPP25L
None
PLPP1
WDR6
AGPAT5
GPA33
GPR63
ADD2
SLC25A30
MC1R
XAF1
ZC3H11A
RPUSD1
TPPP
SLC25A5
C1orf174
PEAK3
UBR4
MTMR6
None
DHRS4
NPTN-IT1
DHX36
EXO5
CRTC2
PHF7
CUEDC1
CENPT
BMP2K
UAP1
None
AMD1
PPM1B
KIF13B
NDC1
DTL
PPP2R2A
PSAT1
IGF2
GSDME
CCND1
BIRC5
None
MACROH2A2
SNUPN
TMEM177
LPP
TSPAN31
NDUFS2
STRIP1
KLK1
CZIB
ARV1
SASH3
NPTN
FRMD1
BCAT2
FBP1
RPS2P4
NIPSNAP1
FBXO11
NUFIP2
NCF4
CXCR5
METTL3
SMPD2
CARM1
None
CDC42EP2
TOR1AIP2
MED26
EIF2AK4
MAGEF1
MYBBP1A
TVP23B
ASB16-AS1
ZC3HAV1
TTC13
NUDT8
CCNT1
TMTC4
HYCC2
IP6K1
GPATCH2
SYNJ1
ZNF189
PIDD1
CDC25B
SLC38A1
NUMA1
PPP3CA
PARVG
CASP2
ARFGEF2
PCDH19
LAP3
ALG1L13P
KCNN2
IRAG2
TRIM67
MS4A4A
CCDC15
SMG1P4
RPS6KB1
RNF111
CHAF1B
SLC2A5
SEPSECS
SIRPB2
MIB1
VCPKMT
BAZ1A-AS1
TRAPPC10
KRAS
DIS3
MIR600HG
DBNDD2
ALDH16A1
RSPRY1
RFC3
PRPF40A
NLRC3
IBA57
GIRGL
PPIP5K2
C20orf96
PTPRN2
IFIT3
MNX1
TMEM219
E2F3
CLU
RASGRP4
HECA
GTF3C2
LMO7
None
KIF25-AS1
B4GALT2
ADCY9
NR1D1
HECTD2
PPP1R2
SORBS3
NR1D2
FZD2
BEND5
None
NUP153
ZCCHC14
FAR2
TNKS2
BRME1
CCSAP
CABIN1
ZNF394
C1orf21
IDH2
BMAL2
SCARB1
ANKRD39
PLK2
BCAR1
XIRP1
TRAF3IP3
SP100
PPOX
SLC27A4
P2RY6
HOXA10
TFEC
AATK
SAR1B
TLR9
TOPORS
GSE1
STK32C
TMEM143
AIFM1
ARF4
ME1
BAX
TRIM47
SCYL3
FIBP
KLHL30
EVA1A
EPHB1
ETS2
EFR3A
LRIG2
BRCA1
TBC1D13
ANKRD17
NCAPH
MRPS23
MAPK8
TMEM123
CDC73
RBM39
OPA1
AP1G1
MRNIP
AGAP3
SCD
TP53BP1
BTBD2
SENP5
SBDS
SPPL2B
GSK3B
PRDM8
RTCB
SH2D3C
PPID
ATG2B
CLEC2D
LANCL1
PLEKHJ1
PRPF40B
DUXAP8
ZZEF1
RDX
KAT2A
ARL13B
MX1
RNF44
VDAC3
MARK4
H1-3
PLD6
UHRF1
NLGN3
ZNF385A
SIN3A
TSG101
CUL9
KLHL38
None
ZSWIM9
STUB1
SHISA3
EIF2AK3
POMGNT2
CTSC
None
EHHADH
ARHGAP31-AS1
IWS1
MRFAP1L2
MLEC
BPTF
LRCH3
MTHFD1L
KRT8P33
None
BRAT1
PSD4
GSTO1
FXR1
CDK18
TELO2
NBPF9
CPXM1
CKB
C16orf74
DVL2
FAM167A
None
YOD1
TSC22D1
ZNF710-AS1
ABRAXAS2
CYP7A1
ABI1
FBXO4
TBRG1
